@relation gaussian.txt-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute attrb1 numeric
@attribute attrb2 numeric
@attribute class {1,2,3,4}

@data
0.378446,0.442907,1
0.331444,0.533622,1
0.505477,0.625528,2
0.498866,0.202049,3
0.399965,0.535548,1
0.573037,0.376171,3
0.431807,0.492571,1
0.514435,0.608893,2
0.363622,0.398135,1
0.359545,0.491524,1
0.514727,0.681939,2
0.541486,0.755183,2
0.522142,0.325519,3
0.528388,0.327428,3
0.344632,0.632419,1
0.43723,0.362019,3
0.427996,0.34807,1
0.450442,0.607912,2
0.502229,0.338469,3
0.460068,0.318557,3
0.444264,0.458584,1
0.552994,0.620408,2
0.550731,0.645883,2
0.432965,0.358609,3
0.445739,0.620408,2
0.339175,0.616891,1
0.466424,0.356928,1
0.45148,0.754597,2
0.363023,0.295851,1
0.508731,0.352939,1
0.506838,0.622543,2
0.481253,0.731341,2
0.551544,0.325322,3
0.527867,0.259029,3
0.44392,0.643646,1
0.550679,0.682358,2
0.422922,0.246569,3
0.600849,0.245045,3
0.617565,0.681437,2
0.492114,0.727847,2
0.588069,0.432074,3
0.393958,0.673206,1
0.312719,0.596224,1
0.481336,0.781801,1
0.509706,0.292041,3
0.518497,0.902442,1
0.429873,0.339582,3
0.449514,0.305703,3
0.47255,0.558685,1
0.438846,0.570337,1
0.489095,0.670377,2
0.448878,0.74191,2
0.462602,0.288255,3
0.422437,0.290049,3
0.440009,0.28777,1
0.541528,0.55613,2
0.429961,0.212969,3
0.475084,0.325406,1
0.418595,0.407496,1
0.428027,0.637395,2
0.462336,0.69934,2
0.496593,0.329982,3
0.317215,0.567633,1
0.555773,0.324036,3
0.563265,0.301043,3
0.522861,0.289583,3
0.391591,0.120491,1
0.389291,0.392997,1
0.453284,0.558918,1
0.437261,1,1
0.513877,0.734589,2
0.355321,0.676951,2
0.541403,0.359279,3
0.420216,0.279857,3
0.500999,0.695021,2
0.49019,0.737807,2
0.617524,0.698795,2
0.565946,0.226499,3
0.472743,0.60016,2
0.551257,0.641134,2
0.586291,0.615969,2
0.462576,0.362162,1
0.359294,0.340695,1
0.480059,0.56152,2
0.493162,0.355876,3
0.61816,0.226852,3
0.401341,0.369932,1
0.560231,0.663265,2
0.419695,0.37321,1
0.364269,0.289134,1
0.533482,0.648216,2
0.459458,0.686025,2
0.591015,0.384276,3
0.513038,0.334701,3
0.470689,0.227105,3
0.492479,0.736228,2
0.474339,0.675826,2
0.595009,0.671215,2
0.288655,0.176465,1
0.42932,0.331447,1
0.373472,0.719533,1
0.523273,0.662159,2
0.499612,0.243511,3
0.502505,0.734571,2
0.55716,0.697796,2
0.545944,0.6118,2
0.490721,0.334737,3
0.476096,0.23448,3
0.293561,0.106931,1
0.458514,0.41989,1
0.512407,0.665323,2
0.479016,0.6221,2
0.507151,0.258826,3
0.473108,0.369866,3
0.387054,0.172266,1
0.568652,0.682203,2
0.583621,0.218666,3
0.62595,0.755763,2
0.578663,0.681108,2
0.413636,0.574829,1
0.538285,0.279432,3
0.459046,0.44966,3
0.613785,0.767798,2
0.499935,0.334522,3
0.502521,0.715597,2
0.657839,0.327308,3
0.436735,0.500993,3
0.553187,0.320782,3
0.309731,0.684715,1
0.428402,0.498618,1
0.492875,0.662667,2
0.521422,0.508817,2
0.491561,0.195599,3
0.553708,0.252874,3
0.419366,0.504594,1
0.319432,0.809848,1
0.554819,0.595082,2
0.486133,0.276046,3
0.534791,0.66631,2
0.588137,0.591206,2
0.576989,0.653019,2
0.454781,0.682119,2
0.532998,0.336202,3
0.536136,0.341113,3
0.404516,0.562584,1
0.60904,0.36937,3
0.464083,0.229409,3
0.468577,0.313999,3
0.408172,0.660107,1
0.437157,0.7644,1
0.479386,0.649035,2
0.448529,0.609797,2
0.568349,0.313162,3
0.641013,0.344056,3
0.53148,0.299835,3
0.607945,0.370142,3
0.485747,0.310984,3
0.561456,0.312833,3
0.563297,0.643371,2
0.51734,0.718899,2
0.416248,0.436548,1
0.439529,0.609731,1
0.40728,0.13787,1
0.524478,0.670084,2
0.474745,0.359423,3
0.397535,0.65836,2
0.439154,0.579919,1
0.590395,0.684183,2
0.296772,0.536104,1
0.363497,0.483515,1
0.518283,0.536499,2
0.541841,0.752156,2
0.563589,0.243154,3
0.580337,0.376889,3
0.504544,0.68441,2
0.39706,0.392267,1
0.522121,0.353968,3
0.561978,0.621939,2
0.393442,0.272206,1
0.543238,0.609802,2
0.560351,0.364531,3
0.589169,0.605759,2
0.388306,0.498469,1
0.604144,0.269856,3
0.569595,0.63319,2
0.460923,0.291592,3
0.502229,0.444426,3
0.429972,0.749429,2
0.456444,0.613009,1
0.404157,0.398787,1
0.66674,0.68447,2
0.568308,0.708743,2
0.450771,0.272087,3
0.48228,0.348698,3
0.577083,0.67658,2
0.482859,0.382463,3
0.595697,0.701044,2
0.569976,0.292759,3
0.407071,0.09117,1
0.513679,0.450019,1
0.566597,0.32988,3
0.489793,0.605813,2
0.498303,0.615299,2
0.539453,0.324227,3
0.579826,0.184301,3
0.455318,0.252527,1
0.432808,0.413567,3
0.421827,0.719934,1
0.412171,0.455474,1
0.471826,0.562495,1
0.5299,0.658474,2
0.423418,0.737346,2
0.545433,0.330329,3
0.438862,0.127801,3
0.537138,0.625271,2
0.490137,0.228368,3
0.419528,0.372121,1
0.44526,0.285581,3
0.514576,0.584124,1
0.509372,0.321673,3
0.440181,0.324862,3
0.506562,0.278601,3
0.432767,0.289654,3
0.404516,0.476313,1
0.369415,0.334151,1
0.504544,0.817444,2
0.35968,0.574643,1
0.422818,0.506077,1
0.387956,0.473454,1
0.322311,0.664731,1
0.435337,0.661351,2
0.6346,0.593425,2
0.483244,0.253807,3
0.511604,0.297951,3
0.5087,0.640547,2
0.467086,0.623853,1
0.495362,0.582329,1
0.350848,0.450288,1
0.549714,0.637341,2
0.468541,0.371469,1
0.534353,0.227611,3
0.508846,0.567477,2
0.542753,0.290025,3
0.532419,0.276722,3
0.382075,0.580894,1
0.423167,0.242921,1
0.47692,0.674116,2
0.365536,0.56216,1
0.478896,0.488145,1
0.317684,0.447435,1
0.482045,0.791305,2
0.518466,0.745296,2
0.567849,0.296976,3
0.373513,0.231322,3
0.472477,0.205451,1
0.436755,0.412078,1
0.401367,0.38351,1
0.577683,0.250799,3
0.520974,0.316362,3
0.631388,0.741485,2
0.53988,0.372223,3
0.43808,0.54641,2
0.512965,0.425249,1
0.332282,0.825101,1
0.489684,0.737119,2
0.357621,0.613684,1
0.521558,0.649298,2
0.398228,0.439096,1
0.378555,0.451903,1
0.333881,0.295528,1
0.530714,0.705758,2
0.458582,0.754226,2
0.623103,0.320058,3
0.609191,0.365147,3
0.484021,0.621329,2
0.549698,0.570671,2
0.56594,0.236819,3
0.608602,0.405612,3
0.526777,0.703359,2
0.501103,0.576629,2
0.553479,0.234811,3
0.558177,0.620485,2
0.581301,0.678751,2
0.456324,0.506005,1
0.380902,0.348405,1
0.482238,0.288596,3
0.532466,0.380496,3
0.289716,0.622112,1
0.367413,0.404924,1
0.56448,0.67926,1
0.59844,0.67347,2
0.504403,0.663989,2
0.482212,0.322463,3
0.554448,0.266536,3
0.487176,0.52407,1
0.588783,0.330993,3
0.499116,0.689093,2
0.573131,0.728787,2
0.482504,0.202312,3
0.423892,0.609737,1
0.521334,0.717099,2
0.381079,0.840772,1
0.446078,0.474339,1
0.483349,0.364591,3
0.309367,0.346509,1
0.321666,0.286436,1
0.574836,0.753777,2
0.506426,0.652648,2
0.404183,0.418083,1
0.392149,0.562674,1
0.569027,0.803627,2
0.587282,0.683303,2
0.566196,0.42117,3
0.558933,0.270699,3
0.433126,0.408214,1
0.38633,0.537618,1
0.567875,0.252629,3
0.49165,0.662434,1
0.597533,0.703311,2
0.389588,0.781777,1
0.400116,0.966982,1
0.541251,0.638382,2
0.55669,0.714712,2
0.541653,0.266996,3
0.560528,0.703772,2
0.324343,0.806738,1
0.352704,0.431524,1
0.317656,0.473885,1
0.412489,0.772577,1
0.368357,0.616532,1
0.521464,0.599568,2
0.606783,0.692784,2
0.460334,0.378958,3
0.484569,0.337136,3
0.473974,0.39192,3
0.290568,0.50317,1
0.516766,0.726675,2
0.359931,0.458662,1
0.664586,0.213606,3
0.540417,0.649304,2
0.612064,0.678195,2
0.554673,0.649388,2
0.503152,0.648228,2
0.585326,0.691845,2
0.529827,0.6895,2
0.546382,0.740271,2
0.438627,0.479603,1
0.575367,0.226414,3
0.336803,0.487828,1
0.476477,0.447118,1
0.540855,0.716082,2
0.574799,0.685271,2
0.556722,0.26312,3
0.529546,0.236889,3
0.586666,0.339648,3
0.469062,0.701122,2
0.44941,0.222865,1
0.529421,0.271303,3
0.39656,0.458106,1
0.571243,0.357766,3
0.585488,0.672513,2
0.518289,0.632263,2
0.672366,0.635427,2
0.304753,0.032258,1
0.375098,0.801115,1
0.489079,0.620342,2
0.561284,0.709718,2
0.331793,0.41072,1
0.468906,0.365769,1
0.473979,0.700943,1
0.558755,0.606393,2
0.506593,0.665472,2
0.600984,0.265597,3
0.628067,0.271273,3
0.581025,0.353621,3
0.284067,0.798842,1
0.520093,0.260201,3
0.422891,0.49473,1
0.558364,0.752545,2
0.581004,0.66293,2
0.560778,0.297466,3
0.509133,0.316906,3
0.511677,0.676227,2
0.395694,0.42169,1
0.637436,0.327601,3
0.53075,0.701439,2
0.380391,0.699788,1
0.588637,0.717087,2
0.367272,0.705172,1
0.42712,0.505138,1
0.576348,0.590398,2
0.56361,0.741874,2
0.643448,0.370841,3
0.48192,0.344624,3
0.541611,0.570295,2
0.391121,0.560252,1
0.599764,0.315883,3
0.580326,0.388487,3
0.577677,0.254746,3
0.656014,0.338906,3
0.639397,0.292035,3
0.572625,0.74694,2
0.469943,0.678787,1
0.372757,0.385041,1
0.464119,0.677842,2
0.321483,0.282219,1
0.408427,0.347214,1
0.36235,0.613475,1
0.461408,0.346054,1
0.512709,0.639967,1
0.656056,0.679583,2
0.609697,0.64105,2
0.557639,0.28725,3
0.559079,0.36989,3
0.592339,0.437009,3
0.551388,0.628477,2
0.399235,0.441537,1
0.582427,0.234168,3
0.562671,0.579476,2
0.546398,0.317415,3
0.328821,0.48592,1
0.573694,0.769371,2
0.55462,0.362712,3
0.445572,0.333307,1
0.584586,0.291539,3
0.590514,0.590225,2
0.492604,0.334647,1
0.589904,0.625169,2
0.417317,0.552721,1
0.314237,0.443594,1
0.688211,0.618559,2
0.541643,0.639285,2
0.514404,0.335383,3
0.549276,0.376913,3
0.265966,0.693603,1
0.485888,0.396604,1
0.627879,0.707606,2
0.587548,0.655543,2
0.436604,0.58724,2
0.604634,0.301587,3
0.251584,0.351611,1
0.521287,0.600316,2
0.566316,0.366672,3
0.637687,0.716297,2
0.591943,0.660753,2
0.4757,0.640829,2
0.630215,0.669929,2
0.625595,0.189591,3
0.375432,0.245683,1
0.500295,0.49232,1
0.582302,0.730055,2
0.660342,0.64626,2
0.500592,0.357144,3
0.516855,0.292819,3
0.30456,0.407089,1
0.508715,0.562178,2
0.617127,0.344858,3
0.334878,0.735079,1
0.535177,0.285635,3
0.522027,0.289284,3
0.600062,0.230409,3
0.654189,0.696953,2
0.48191,0.284875,3
0.559344,0.268253,3
0.501786,0.678057,2
0.393077,0.584244,1
0.565304,0.349685,3
0.545564,0.287387,3
0.332763,0.467173,1
0.450734,0.463393,1
0.571952,0.761954,2
0.658157,0.698119,2
0.609947,0.370399,3
0.551216,0.359046,3
0.416107,0.837782,1
0.580086,0.691976,2
0.296024,0.185767,1
0.333944,0.488539,1
0.545584,0.343123,3
0.62511,0.718696,2
0.461705,0.39,3
0.588872,0.295678,3
0.577448,0.420524,3
0.41094,0.60144,2
0.56302,0.589483,2
0.529728,0.720885,2
0.584404,0.77561,2
0.454014,0.401281,1
0.408907,0.644471,1
0.414893,0.287914,1
0.696575,0.80285,2
0.552498,0.710854,2
0.494491,0.248529,3
0.5909,0.356904,3
0.543415,0.273098,3
0.364451,0.672016,1
0.490925,0.76848,2
0.47572,0.564642,1
0.488943,0.602445,2
0.579862,0.698939,2
0.53903,0.520696,1
0.513137,0.225975,3
0.510504,0.349798,3
0.557102,0.681814,2
0.604832,0.624834,2
0.692065,0.612482,2
0.664691,0.377726,3
0.625585,0.41971,3
0.368544,0.878217,1
0.555184,0.517574,1
0.504737,0.62609,2
0.671552,0.498421,2
0.581604,0.251462,3
0.581577,0.456664,3
0.577192,0.182395,3
0.603054,0.707463,2
0.532768,0.603444,2
0.440259,0.578106,1
0.584404,0.622495,2
0.725086,0.268594,3
0.362861,0.573136,1
0.547926,0.097439,3
0.67734,0.564857,2
0.58043,0.365966,3
0.603889,0.703808,2
0.510608,0.29042,1
0.452987,0.4982,1
0.514993,0.277655,3
0.372971,0.681497,1
0.301617,0.501914,1
0.618076,0.659616,2
0.63581,0.628076,2
0.685662,0.317618,3
0.544912,0.251887,3
0.5825,0.647001,2
0.383869,0.768109,1
0.54986,0.513375,3
0.639809,0.571222,2
0.537138,0.230688,3
0.560731,0.618266,2
0.377705,0.720418,1
0.593852,0.628662,2
0.356906,0.51149,1
0.399083,0.425441,1
0.331288,0.423843,1
0.63825,0.457131,3
0.513726,0.685271,2
0.588152,0.342369,3
0.380662,0.770041,1
0.354273,0.733159,1
0.634386,0.794176,2
0.587224,0.701601,2
0.662584,0.382703,3
0.573616,0.345946,3
0.572969,0.560646,2
0.529963,0.21272,3
0.666922,0.603067,2
0.649403,0.409524,3
0.612977,0.395473,3
0.615177,0.266362,3
0.363883,0.247823,1
0.229452,0.726538,1
0.580436,0.33064,3
0.52491,0.552021,2
0.607236,0.683596,2
0.5422,0.604778,2
0.522429,0.627538,2
0.577969,0.22811,3
0.290713,0.253125,1
0.347917,0.476917,1
0.579023,0.679792,2
0.533519,0.619008,2
0.591594,0.298627,3
0.707149,0.264885,3
0.632092,0.645889,2
0.649903,0.586182,1
0.576838,0.655944,2
0.584935,0.312677,3
0.43322,0.791903,1
0.651165,0.292149,3
0.536006,0.347244,3
0.469119,0.46651,1
0.617649,0.342256,3
0.33042,0.535656,1
0.495628,0.523537,1
0.43723,0.435699,1
0.563385,0.250649,3
0.299487,0.717386,1
0.309652,0.107912,1
0.37367,0.709227,1
0.670165,0.786323,2
0.48057,0.580541,2
0.635929,0.407251,3
0.634511,0.349446,3
0.305499,0.175922,1
0.570221,0.163348,3
0.609051,0.675001,2
0.70182,0.328809,3
0.389192,0.588867,1
0.601224,0.206525,3
0.473353,0.336077,3
0.631492,0.679577,2
0.555116,0.344481,3
0.638245,0.637186,2
0.617065,0.643718,2
0.640653,0.312085,3
0.408578,0.562567,1
0.616543,0.281167,3
0.518846,0.587306,1
0.406785,0.565306,1
0.624109,0.62813,2
0.580623,0.606967,2
0.652677,0.198484,3
0.597204,0.171484,3
0.489366,0.32357,3
0.342427,0.433001,1
0.42226,0.584734,1
0.653777,0.331657,3
0.577573,0.367659,3
0.66065,0.222135,3
0.569898,0.680546,2
0.583507,0.332667,3
0.636128,0.665903,2
0.602726,0.363406,3
0.270298,0.404009,1
0.675974,0.339815,3
0.648907,0.735833,2
0.472936,0.449558,1
0.284837,0.879054,1
0.38342,0.535088,1
0.477488,0.630463,2
0.637848,0.797406,2
0.600192,0.252073,3
0.598873,0.339133,3
0.26878,0.787698,1
0.430582,0.39201,1
0.549255,0.336555,3
0.404553,0.599131,1
0.579017,0.752079,2
0.604879,0.773678,2
0.748226,0.718319,2
0.505816,0.326261,3
0.63362,0.356037,3
0.613978,0.646188,2
0.498454,0.293608,3
0.33105,0.477384,1
0.534233,0.313186,3
0.624135,0.607978,2
0.363419,0.413962,1
0.365593,0.493707,1
0.526417,0.759717,2
0.510123,0.696899,2
0.639668,0.350301,3
0.68075,0.286137,3
0.331729,0.411408,1
0.655608,0.661052,2
0.751526,0.681802,2
0.645096,0.242783,3
0.674363,0.655405,2
0.506442,0.078208,1
0.602366,0.606034,2
0.505363,0.218445,3
0.468786,0.598749,1
0.591469,0.262971,3
0.6267,0.650985,2
0.686767,0.625277,2
0.684228,0.32677,3
0.399308,0.523418,1
0.371704,0.466976,1
0.363268,0.250852,1
0.66128,0.660831,2
0.663241,0.676807,2
0.627436,0.356121,3
0.615188,0.312504,3
0.318987,0.51804,1
0.636164,0.633435,2
0.600703,0.750541,2
0.583157,0.634937,2
0.619255,0.287764,3
0.54,0.332733,3
0.365442,0.536493,1
0.571916,0.416331,3
0.296005,0.549958,1
0.638954,0.232952,3
0.334264,0.628285,1
0.586567,0.650453,2
0.635669,0.306121,3
0.356854,0.37199,1
0.54791,0.49677,1
0.468196,0.30968,1
0.490164,0.557949,2
0.717343,0.646505,2
0.621351,0.198626,3
0.54195,0.38997,3
0.406075,0.443307,1
0.619484,0.341179,3
0.579737,0.200343,3
0.604535,0.624439,2
0.630183,0.606943,2
0.390871,0.611382,1
0.6357,0.220693,3
0.389609,0.342052,1
0.364915,0.352137,1
0.271808,0.530685,1
0.670901,0.43129,3
0.671125,0.274443,3
0.46414,0.523352,1
0.557739,0.670766,2
0.17083,0.530201,1
0.405095,0.679254,1
0.61537,0.73359,2
0.684035,0.676084,2
0.59845,0.320615,3
0.555288,0.283763,3
0.630434,0.706027,2
0.491869,0.090991,1
0.692748,0.282285,3
0.609775,0.766883,2
0.447653,0.681066,1
0.636055,0.732543,2
0.465991,0.453392,1
0.34909,0.622495,1
0.680932,0.71275,2
0.380599,0.775018,1
0.611079,0.32924,3
0.582787,0.630983,2
0.406586,0.419004,1
0.416603,0.557129,1
0.518132,0.756379,1
0.481925,0.72189,1
0.57689,0.655699,2
0.617122,0.666932,2
0.678471,0.320106,3
0.596365,0.179568,3
0.604149,0.378635,3
0.623374,0.707313,2
0.60891,0.568548,2
0.522314,0.750816,2
0.571785,0.278493,3
0.702717,0.342609,3
0.448722,0.46758,1
0.66359,0.317211,3
0.635184,0.161867,3
0.462065,0.698969,1
0.6301,0.300714,3
0.637092,0.621652,2
0.6447,0.619044,2
0.619171,0.622735,2
0.331737,0.456796,1
0.367152,0.680958,1
0.657474,0.706338,2
0.571822,0.574464,2
0.568203,0.398045,3
0.607877,0.263366,3
0.605953,0.22332,3
0.631195,0.23525,3
0.670468,0.306098,3
0.651431,0.311505,3
0.630528,0.406665,3
0.686543,0.651649,2
0.74103,0.662715,2
0.61233,0.31836,3
0.630804,0.562686,2
0.600546,0.702037,2
0.517939,0.543832,1
0.613034,0.213064,3
0.237175,0.434981,1
0.394776,0.322272,1
0.460281,0.512759,1
0.325877,0.445915,1
0.539593,0.788853,2
0.660811,0.613278,2
0.627112,0.300613,3
0.584398,0.341502,3
0.386762,0.420512,1
0.664883,0.607835,2
0.326186,0.444007,1
0.4684,0.48196,1
0.607987,0.321117,3
0.597866,0.387954,3
0.536689,0.697731,2
0.384286,0.376219,1
0.583486,0.602732,2
0.653246,0.798483,2
0.642484,0.640129,2
0.588361,0.266261,3
0.678451,0.318976,3
0.399162,0.600824,1
0.394516,0.576749,1
0.475939,0.334767,1
0.710324,0.609683,2
0.623327,0.798304,2
0.531204,0.297054,3
0.651405,0.439491,3
0.678398,0.344236,3
0.394266,0.677585,1
0.602429,0.75099,2
0.686225,0.243009,3
0.381376,0.643395,1
0.345003,0.36544,1
0.657954,0.403147,3
0.636863,0.313395,3
0.728809,0.638819,2
0.676141,0.744787,2
0.359623,0.37004,1
0.680208,0.819957,2
0.456694,0.784947,1
0.659148,0.249972,3
0.243326,0.45152,1
0.406769,0.590847,1
0.665989,0.511281,2
0.614207,0.712278,2
0.664268,0.275526,3
0.635048,0.313562,3
0.657052,0.415739,3
0.699067,0.654598,2
0.64215,0.320244,3
0.529269,0.489544,1
0.539343,0.190604,1
0.602538,0.265597,3
0.271038,0.25882,1
0.464651,0.519045,1
0.718396,0.299207,3
0.622795,0.324216,3
0.550319,0.564732,2
0.468322,0.615503,1
0.269411,0.388929,1
0.703463,0.629248,2
0.277991,0.323013,1
0.409162,0.490011,1
0.648396,0.641875,2
0.623572,0.813257,2
0.678133,0.298465,3
0.561315,0.414267,3
0.42835,0.213223,1
0.632989,0.277183,3
0.373602,0.438193,1
0.549782,0.424328,1
0.630429,0.254561,3
0.618676,0.667823,2
0.412348,0.715376,1
0.650018,0.622346,2
0.434466,0.690164,1
0.584331,0.625019,2
0.638792,0.323306,3
0.552378,0.682077,2
0.323657,0.513135,1
0.574403,0.28338,3
0.505816,0.381931,1
0.271024,0.659521,1
0.696283,0.597182,2
0.670254,0.601351,2
0.61002,0.185468,3
0.645482,0.312013,3
0.335752,0.513171,1
0.715142,0.651063,2
0.672611,0.217803,3
0.75538,0.702803,2
0.69671,0.750948,2
0.696945,0.339151,3
0.351432,0.311732,1
0.493193,0.573214,1
0.613822,0.674624,2
0.665749,0.380442,3
0.627477,0.619714,2
0.582558,0.705184,2
0.633776,0.71552,2
0.66273,0.354679,3
0.393843,0.352101,1
0.362741,0.653874,1
0.563677,0.653844,2
0.662229,0.614187,2
0.711946,0.287848,3
0.66845,0.245877,3
0.637181,0.364022,3
0.411608,0.426027,1
0.378206,0.418933,1
0.40655,0.510204,1
0.737594,0.297454,3
0.649158,0.646146,2
0.678445,0.684906,2
0.602324,0.443194,3
0.64058,0.25096,3
0.231611,0.515289,1
0.638844,0.716136,2
0.591364,0.26394,1
0.374733,0.55177,1
0.601469,0.70196,2
0.307201,0.456036,1
0.501395,0.464344,1
0.762085,0.605376,2
0.610239,0.628345,2
0.611324,0.393942,3
0.68233,0.343889,3
0.750212,0.358741,3
0.370661,0.036248,1
0.376073,0.415571,1
0.707279,0.611627,2
0.434586,0.592331,1
0.662907,0.214901,3
0.362866,0.36919,1
0.680135,0.54802,2
0.658413,0.686575,2
0.374744,0.458399,1
0.236153,0.508984,1
0.582626,0.757438,2
0.429831,0.513464,1
0.564397,0.339947,3
0.381538,0.311002,1
0.401789,0.440544,1
0.638891,0.704621,2
0.683128,0.658055,2
0.686016,0.260841,3
0.598534,0.224236,3
0.616371,0.261649,3
0.682893,0.25858,3
0.616194,0.29246,3
0.619609,0.289834,3
0.537357,0.398063,1
0.669336,0.22766,3
0.582589,0.348889,3
0.56289,0.391777,3
0.456569,0.359799,1
0.641248,0.630271,2
0.673586,0.424812,3
0.260816,0.530506,1
0.73931,0.372809,3
0.247703,0.513793,1
0.469761,0.350253,1
0.468593,0.634339,1
0.678336,0.728428,2
0.730712,0.722022,2
0.725007,0.291497,3
0.721629,0.220777,3
0.667767,0.708922,2
0.781575,0.350761,3
0.690495,0.365213,3
0.351833,0.510019,1
0.77414,0.569445,2
0.748189,0.313969,3
0.65932,0.746988,2
0.431792,0.441626,1
0.491467,0.459463,1
0.781419,0.301558,3
0.392654,0.386531,1
0.696074,0.413388,3
0.726431,0.58791,2
0.236877,0.585254,1
0.236538,0.452339,1
0.225516,0.632742,1
0.720059,0.693938,2
0.621007,0.66241,2
0.736567,0.281418,3
0.736906,0.339887,3
0.50603,0.044455,1
0.686282,0.357168,3
0.638125,0.787148,2
0.667939,0.31178,3
0.659857,0.603887,2
0.676089,0.71936,2
0.674535,0.69136,2
0.637577,0.347908,3
0.631258,0.687712,2
0.466309,0.371021,1
0.486305,0.440945,1
0.692795,0.512944,3
0.610761,0.455809,3
0.665134,0.661327,2
0.454562,0.625133,1
0.273064,0.511012,1
0.690448,0.637341,2
0.636602,0.638334,2
0.700188,0.235413,3
0.658663,0.353627,3
0.385542,0.571012,1
0.293695,0.48845,1
0.725706,0.599466,2
0.546612,0.627191,2
0.627848,0.693699,2
0.636122,0.316135,3
0.560763,0.750075,2
0.657797,0.268839,3
0.58663,0.658432,2
0.621815,0.285527,3
0.698322,0.251887,3
0.734184,0.240643,3
0.661312,0.338864,3
0.57749,0.279366,3
0.465584,0.42416,1
0.427605,0.396526,1
0.639058,0.628471,2
0.585545,0.608026,2
0.631565,0.318982,3
0.672705,0.275209,3
0.50042,0.539621,1
0.586792,0.281657,3
0.514435,0.676628,2
0.771314,0.280718,3
0.699662,0.240303,3
0.636221,0.306427,3
0.754264,0.361486,3
0.759572,0.627382,2
0.556289,0.341975,1
0.671161,0.290366,3
0.792535,0.62938,2
0.709089,0.721358,2
0.585863,0.490765,1
0.586359,0.755542,2
0.433288,0.542564,1
0.390318,0.380352,1
0.643386,0.637634,2
0.64958,0.710405,2
0.727552,0.437601,3
0.657417,0.22613,3
0.751599,0.66122,2
0.627269,0.340629,3
0.674498,0.294787,3
0.438059,0.538174,1
0.630632,0.685839,2
0.618707,0.649807,2
0.339199,0.472575,1
0.715862,0.24451,3
0.664539,0.689327,2
0.7152,0.762241,2
0.282289,0.549706,1
0.62279,0.551746,1
0.461356,0.516383,1
0.332049,0.543707,1
0.455078,0.574751,1
0.442131,0.852915,1
0.668231,0.798064,2
0.698447,0.695787,2
0.610088,0.347759,3
0.702931,0.225906,3
0.748643,0.361068,3
0.257123,0.478933,1
0.571201,0.389976,1
0.675244,0.264777,3
0.67356,0.709389,2
0.585504,0.657206,2
0.604342,0.303615,3
0.655003,0.636941,2
0.212986,0.632096,1
0.640257,0.396077,3
0.285084,0.496973,1
0.622675,0.31032,3
0.633682,0.533604,2
0.36222,0.542762,1
0.430483,0.506992,1
0.474448,0.274186,1
0.699698,0.630887,2
0.772659,0.643993,2
0.703676,0.275251,3
0.458457,0.225549,3
0.62596,0.663457,2
0.506338,0.30587,1
0.318988,0.621269,1
0.7644,0.719623,2
0.695579,0.714658,2
0.357433,0.571467,1
0.622336,0.60738,2
0.295494,0.537827,1
0.713224,0.709747,2
0.702472,0.271997,3
0.583058,0.331208,1
0.640169,0.302317,3
0.579377,0.346227,1
0.456188,0.557662,1
0.404928,0.678129,1
0.494543,0.369202,1
0.768519,0.740636,2
0.528545,0.678871,2
0.62887,0.416438,3
0.71728,0.371565,3
0.602809,0.286406,1
0.420388,0.593359,1
0.735425,0.274593,3
0.643912,0.335299,3
0.720252,0.347095,3
0.409068,0.477539,1
0.220062,0.588574,1
0.677496,0.692921,2
0.713688,0.320172,3
0.707337,0.636019,2
0.700287,0.654915,2
0.656974,0.610347,2
0.310758,0.473586,1
0.645935,0.393422,3
0.426932,0.563936,1
0.353137,0.439838,1
0.671,0.642348,2
0.720831,0.614336,2
0.712546,0.330472,3
0.699886,0.32007,3
0.665666,0.717978,2
0.658512,0.578041,2
0.65761,0.611094,2
0.748283,0.277733,3
0.500712,0.488252,1
0.639835,0.365763,3
0.682419,0.368305,3
0.722145,0.683489,2
0.659273,0.685654,2
0.662245,0.265944,3
0.743361,0.65991,2
0.719496,0.622561,2
0.81128,0.725921,2
0.673398,0.279235,3
0.392112,0.426224,1
0.354148,0.56798,1
0.753284,0.649352,2
0.731134,0.755931,2
0.591495,0.36724,3
0.75831,0.299326,3
0.6514,0.679822,2
0.411321,0.331513,1
0.65968,0.350415,3
0.663517,0.391681,3
0.3699,0.339205,1
0.766465,0.762869,2
0.448513,0.61372,1
0.654163,0.667261,2
0.709986,0.663612,2
0.632347,0.3765,3
0.739341,0.764969,2
0.719267,0.321943,3
0.376637,0.428958,1
0.642332,0.418598,1
0.437345,0.779839,1
0.337125,0.491261,1
0.679853,0.713414,2
0.699844,0.557291,2
0.719658,0.355086,3
0.73092,0.281657,3
0.771074,0.567531,2
0.779224,0.753263,2
0.323225,0.425931,1
0.629928,0.641893,2
0.28471,0.608199,1
0.405903,0.412359,1
0.614088,0.315626,3
0.334162,0.282812,1
0.821573,0.344092,3
0.665504,0.225454,3
0.544912,0.200639,1
0.692769,0.686449,2
0.308866,0.32848,1
0.664451,0.266823,3
0,0.552942,1
0.500748,0.656949,1
0.673044,0.703915,2
0.718813,0.842387,2
0.699114,0.321069,3
0.784699,0.200217,3
0.593606,0.647923,2
0.818132,0.401485,3
0.745097,0.739781,2
0.418209,0.532922,1
0.633839,0.289541,3
0.687961,0.698101,2
