@relation 'generators.SEAGenerator -weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0'

@attribute attrib1 numeric
@attribute attrib2 numeric
@attribute attrib3 numeric
@attribute class {groupA,groupB}

@data
0.963937,0.683604,0.896819,groupB
0.053444,0.834078,0.148687,groupA
0.529686,0.20643,0.736584,groupA
0.69913,0.839182,0.01177,groupB
0.857886,0.151616,0.978244,groupB
0.941327,0.267785,0.46779,groupB
0.544585,0.879453,0.334698,groupB
0.039367,0.060813,0.645452,groupA
0.895927,0.094942,0.014245,groupB
0.07947,0.530313,0.767473,groupA
0.692206,0.726667,0.94801,groupB
0.448547,0.559301,0.901785,groupB
0.624415,0.670435,0.631626,groupB
0.944457,0.3734,0.538207,groupB
0.768584,0.007793,0.141362,groupA
0.593343,0.390054,0.663348,groupB
0.464444,0.04289,0.82161,groupA
0.843788,0.250659,0.575907,groupA
0.952799,0.263053,0.406146,groupB
0.559078,0.733886,0.983012,groupB
0.861351,0.861778,0.025708,groupB
0.107061,0.398334,0.663429,groupA
0.385254,0.615353,0.910147,groupB
0.101619,0.213529,0.353132,groupA
0.568727,0.084193,0.370429,groupA
0.818791,0.432809,0.008195,groupB
0.741005,0.587353,0.782715,groupB
0.742068,0.389179,0.692891,groupA
0.44857,0.22288,0.81478,groupA
0.203719,0.983936,0.136523,groupB
0.977778,0.71928,0.197636,groupB
0.783564,0.243271,0.967101,groupB
0.317427,0.581946,0.761748,groupB
0.147777,0.768879,0.799661,groupB
0.687916,0.118303,0.66622,groupB
0.772259,0.005568,0.718573,groupA
0.819617,0.561964,0.863594,groupB
0.044656,0.461684,0.353395,groupA
0.55509,0.994672,0.744952,groupB
0.186725,0.426986,0.328025,groupA
0.381373,0.882011,0.5385,groupB
0.561227,0.650022,0.837909,groupB
0.84522,0.623401,0.596224,groupB
0.637027,0.264829,0.258047,groupB
0.802595,0.68914,0.556187,groupB
0.786565,0.323725,0.590532,groupB
0.286895,0.891829,0.169916,groupB
0.540335,0.378307,0.922699,groupB
0.512668,0.204792,0.871915,groupA
0.024583,0.474549,0.078577,groupA
0.120914,0.238416,0.971037,groupA
0.873006,0.212876,0.735676,groupB
0.482048,0.353617,0.360602,groupB
0.577957,0.071107,0.808436,groupA
0.131124,0.965268,0.563755,groupB
0.977156,0.266272,0.708749,groupB
0.995746,0.910999,0.871592,groupB
0.796387,0.526654,0.657516,groupA
0.581161,0.414145,0.876673,groupB
0.626038,0.225781,0.121945,groupB
0.206652,0.120368,0.974186,groupA
0.392328,0.701977,0.951346,groupB
0.750309,0.661824,0.604187,groupB
0.268365,0.131702,0.997108,groupA
0.569936,0.612353,0.266726,groupB
0.196269,0.950785,0.657439,groupB
0.127572,0.232197,0.260526,groupA
0.022359,0.100093,0.639473,groupA
0.876886,0.303672,0.272441,groupB
0.695107,0.963209,0.461844,groupB
0.832233,0.888198,0.786435,groupB
0.063709,0.705076,0.445137,groupA
0.856759,0.884025,0.838022,groupB
0.600063,0.507343,0.40732,groupB
0.889516,0.091412,0.71752,groupB
0.334083,0.118329,0.607662,groupA
0.874091,0.466421,0.903848,groupB
0.479011,0.199513,0.569686,groupA
0.119344,0.966634,0.324466,groupB
0.321588,0.999975,0.719491,groupB
0.536306,0.081306,0.33254,groupA
0.986713,0.301024,0.702939,groupB
0.467216,0.037804,0.469934,groupA
0.161436,0.061455,0.499535,groupB
0.439066,0.354391,0.70732,groupA
0.183554,0.183993,0.348028,groupA
0.108081,0.097986,0.199915,groupB
0.650508,0.251223,0.748964,groupB
0.448831,0.988269,0.166745,groupB
0.766963,0.52015,0.945289,groupB
0.929917,0.005939,0.905785,groupB
0.437623,0.856849,0.942096,groupB
0.972714,0.463518,0.188565,groupB
0.089382,0.709793,0.559994,groupA
0.505431,0.177822,0.726091,groupA
0.662634,0.153512,0.698416,groupB
0.445901,0.7091,0.010022,groupB
0.619572,0.419666,0.893446,groupB
0.206752,0.950892,0.288889,groupB
0.488083,0.858697,0.398341,groupA
0.615409,0.736121,0.06215,groupB
0.947491,0.96329,0.938814,groupB
0.125069,0.756953,0.856007,groupB
0.164002,0.837525,0.844298,groupB
0.18457,0.376177,0.352747,groupA
0.652014,0.315608,0.52189,groupA
0.214042,0.280079,0.976762,groupA
0.647361,0.663004,0.617718,groupB
0.564739,0.148967,0.361689,groupB
0.865698,0.780677,0.762124,groupB
0.96863,0.104867,0.292078,groupB
0.073373,0.59723,0.429122,groupA
0.144443,0.868672,0.388393,groupB
0.387383,0.238372,0.360441,groupA
0.733716,0.145897,0.667363,groupB
0.050287,0.853903,0.632457,groupB
0.911466,0.191467,0.831718,groupB
0.831733,0.817008,0.389784,groupB
0.769455,0.716949,0.252691,groupB
0.372676,0.050123,0.311347,groupA
0.953253,0.834572,0.986886,groupB
0.857369,0.116642,0.676174,groupB
0.700696,0.024107,0.856973,groupA
0.17284,0.170774,0.115901,groupB
0.314662,0.435085,0.245371,groupA
0.701608,0.427265,0.837888,groupB
0.278398,0.207388,0.517493,groupA
0.147152,0.173939,0.809413,groupA
0.631007,0.871424,0.20003,groupB
0.453013,0.930735,0.932067,groupB
0.166578,0.59473,0.813282,groupA
0.499069,0.27014,0.296733,groupA
0.595358,0.570186,0.94192,groupB
0.026826,0.673971,0.458819,groupB
0.039422,0.355516,0.109292,groupA
0.87181,0.521237,0.566305,groupB
0.606266,0.751809,0.625623,groupB
0.151473,0.184724,0.126028,groupA
0.786213,0.243828,0.966078,groupA
0.336816,0.532654,0.347291,groupB
0.305104,0.426148,0.244855,groupA
0.731174,0.332248,0.388826,groupB
0.342394,0.107468,0.673993,groupA
0.542805,0.863235,0.531434,groupB
0.319117,0.082629,0.056422,groupA
0.2956,0.303812,0.876789,groupA
0.221538,0.532076,0.67889,groupA
0.293593,0.240507,0.232358,groupA
0.523257,0.601909,0.511272,groupB
0.379045,0.067284,0.607278,groupA
0.447154,0.599326,0.292122,groupB
0.039464,0.557386,0.269816,groupB
0.907266,0.755929,0.165378,groupB
0.257329,0.157786,0.478335,groupA
0.374356,0.715984,0.898819,groupB
0.25712,0.914273,0.414617,groupB
0.550522,0.412653,0.364589,groupB
0.6035,0.102141,0.23208,groupA
0.049136,0.741086,0.099327,groupA
0.231321,0.071806,0.768227,groupA
0.869965,0.986724,0.514353,groupB
0.062584,0.859134,0.597845,groupB
0.84367,0.873014,0.181336,groupB
0.902037,0.657684,0.568634,groupB
0.801238,0.907221,0.191539,groupB
0.179565,0.685132,0.046831,groupB
0.301382,0.600482,0.700671,groupB
0.819085,0.330324,0.708069,groupB
0.723699,0.643134,0.935844,groupB
0.396129,0.265567,0.831801,groupB
0.458807,0.35963,0.058337,groupA
0.764415,0.014584,0.553892,groupA
0.048528,0.725634,0.224039,groupA
0.242721,0.49781,0.220786,groupA
0.521202,0.738189,0.94493,groupB
0.715549,0.867589,0.821935,groupA
0.499437,0.946908,0.31256,groupB
0.339481,0.250901,0.976446,groupB
0.161526,0.232634,0.653946,groupA
0.790503,0.085973,0.3394,groupA
0.24851,0.553945,0.490427,groupA
0.25749,0.822451,0.743191,groupB
0.992422,0.781028,0.172209,groupB
0.933598,0.202832,0.438159,groupB
0.487754,0.468791,0.977326,groupB
0.723546,0.777524,0.597887,groupB
0.901956,0.880807,0.861969,groupB
0.973365,0.49823,0.35881,groupB
0.458859,0.885008,0.600526,groupB
0.542348,0.806468,0.246124,groupB
0.024445,0.872389,0.564519,groupB
0.453051,0.353435,0.652629,groupB
0.912074,0.657658,0.369086,groupB
0.099104,0.125018,0.313343,groupB
0.573813,0.452014,0.273716,groupB
0.243604,0.247779,0.904693,groupA
0.876971,0.718616,0.72858,groupB
0.450353,0.52818,0.637791,groupA
0.649911,0.209539,0.713946,groupB
0.387426,0.014388,0.742053,groupA
0.203574,0.921642,0.217643,groupB
0.044974,0.288846,0.11342,groupA
0.343692,0.716724,0.389731,groupB
0.175553,0.475422,0.644353,groupA
0.749414,0.725698,0.276009,groupB
0.693117,0.773959,0.307482,groupB
0.029938,0.668716,0.979039,groupA
0.963222,0.633391,0.455104,groupB
0.263483,0.533759,0.378314,groupA
0.84219,0.566534,0.068618,groupB
0.026127,0.780974,0.462238,groupB
0.309207,0.844999,0.157283,groupB
0.851439,0.260385,0.533427,groupB
0.776713,0.489571,0.600622,groupA
0.795137,0.525716,0.620283,groupB
0.361133,0.400992,0.680795,groupB
0.528345,0.352076,0.512521,groupB
0.446798,0.700706,0.869202,groupB
0.423868,0.558643,0.598503,groupB
0.972,0.418534,0.554545,groupB
0.399744,0.434846,0.215951,groupB
0.093799,0.764725,0.787535,groupB
0.174088,0.510453,0.099289,groupA
0.34839,0.067108,0.701832,groupA
0.804403,0.533286,0.098299,groupA
0.190659,0.637776,0.847751,groupB
0.787296,0.121653,0.504679,groupB
0.410432,0.728436,0.746032,groupB
0.64614,0.26745,0.021971,groupB
0.884886,0.947087,0.874409,groupB
0.858297,0.876454,0.285265,groupB
0.854388,0.472908,0.793115,groupB
0.70444,0.076576,0.764358,groupA
0.72989,0.998678,0.428521,groupA
0.751614,0.979126,0.470662,groupB
0.812876,0.149907,0.770509,groupA
0.001493,0.683832,0.356658,groupA
0.04405,0.067417,0.318779,groupA
0.113552,0.834158,0.642126,groupB
0.210151,0.764745,0.319884,groupB
0.107838,0.160345,0.667955,groupA
0.445976,0.737249,0.3339,groupB
0.282853,0.98471,0.88422,groupB
0.418054,0.676552,0.794537,groupB
0.361635,0.883152,0.074952,groupB
0.602114,0.182799,0.022662,groupA
0.68239,0.5797,0.767575,groupA
0.682816,0.425258,0.730479,groupB
0.37014,0.827941,0.585042,groupB
0.782696,0.186548,0.360973,groupB
0.305572,0.941729,0.72023,groupB
0.363201,0.788895,0.923529,groupB
0.345674,0.288452,0.529168,groupA
0.668378,0.51477,0.87886,groupB
0.520808,0.252871,0.92155,groupA
0.190653,0.518813,0.920312,groupA
0.032614,0.643856,0.543581,groupA
0.873409,0.759264,0.116091,groupA
0.795357,0.059149,0.077076,groupB
0.226058,0.294609,0.84767,groupA
0.417395,0.971241,0.354582,groupB
0.658359,0.375959,0.643612,groupB
0.384504,0.480161,0.416975,groupB
0.684234,0.904986,0.372166,groupB
0.526166,0.473255,0.216901,groupB
0.280146,0.980273,0.764096,groupB
0.198486,0.220785,0.926317,groupA
0.361683,0.793907,0.569205,groupB
0.336629,0.081615,0.296716,groupB
0.770681,0.834398,0.000131,groupB
0.716406,0.698069,0.95039,groupA
0.619879,0.624909,0.246863,groupB
0.824743,0.537692,0.895535,groupA
0.724707,0.285292,0.611182,groupB
0.089006,0.551203,0.80522,groupA
0.123429,0.796963,0.024777,groupB
0.084713,0.428895,0.968564,groupA
0.908865,0.866938,0.360355,groupB
0.195689,0.211438,0.121483,groupA
0.239449,0.208514,0.213053,groupA
0.185243,0.371345,0.676866,groupA
0.345354,0.116294,0.198265,groupA
0.989547,0.008088,0.215696,groupB
0.891062,0.487435,0.327929,groupB
0.322717,0.931101,0.733294,groupB
0.568566,0.400146,0.232086,groupB
0.68423,0.918565,0.534717,groupB
0.99906,0.288016,0.263639,groupB
0.009521,0.239626,0.553606,groupA
0.260531,0.287481,0.529879,groupA
0.26825,0.690633,0.9913,groupB
0.505087,0.683078,0.611209,groupB
0.57498,0.205662,0.932313,groupA
0.629836,0.124395,0.85104,groupA
0.15049,0.830286,0.982839,groupB
0.463477,0.635276,0.067041,groupB
0.482396,0.989124,0.33846,groupB
0.0606,0.382771,0.108983,groupA
0.978273,0.233709,0.865539,groupB
0.227847,0.699522,0.046962,groupB
0.683269,0.086326,0.420168,groupA
0.506477,0.300884,0.241101,groupB
0.465637,0.928189,0.295247,groupB
0.300852,0.565588,0.547777,groupB
0.976838,0.173849,0.842247,groupB
0.284377,0.074244,0.586004,groupA
0.427977,0.060419,0.91389,groupA
0.714949,0.57041,0.567359,groupB
0.647821,0.336929,0.832189,groupB
0.711455,0.958146,0.928622,groupB
0.747273,0.53675,0.479234,groupB
0.672264,0.569323,0.379338,groupB
0.27285,0.649136,0.417244,groupB
0.964686,0.725372,0.059938,groupB
0.163651,0.37888,0.446499,groupA
0.689637,0.416825,0.089977,groupB
0.761806,0.288993,0.188619,groupB
0.596967,0.89466,0.1863,groupB
0.17869,0.240578,0.799053,groupA
0.316776,0.045069,0.906665,groupA
0.411141,0.633854,0.894263,groupB
0.949737,0.459354,0.397538,groupB
0.904695,0.650172,0.307455,groupB
0.064152,0.694438,0.687384,groupA
0.954419,0.550925,0.341489,groupB
0.822245,0.769111,0.933671,groupB
0.950333,0.446511,0.424762,groupB
0.980746,0.115634,0.690242,groupA
0.495387,0.529652,0.073347,groupB
0.922843,0.036198,0.352084,groupB
0.80188,0.80803,0.379011,groupB
0.147365,0.574599,0.109156,groupA
0.485433,0.328459,0.385215,groupB
0.98937,0.266548,0.25691,groupB
0.158537,0.981896,0.235174,groupB
0.532068,0.706706,0.386831,groupB
0.969766,0.531528,0.283873,groupB
0.852237,0.383897,0.779409,groupB
0.186729,0.78545,0.404111,groupB
0.317406,0.838405,0.386402,groupB
0.580372,0.257562,0.492173,groupB
0.869274,0.882295,0.950807,groupB
0.155072,0.628557,0.282476,groupA
0.137411,0.363622,0.043686,groupA
0.828012,0.287059,0.097109,groupB
0.006581,0.480098,0.852255,groupA
0.746184,0.896979,0.021934,groupB
0.121337,0.377155,0.905687,groupA
0.260122,0.978397,0.687606,groupB
0.714991,0.258764,0.508346,groupB
0.96504,0.219961,0.318362,groupB
0.25885,0.668807,0.092947,groupB
0.860545,0.549042,0.068428,groupB
0.668602,0.472734,0.876603,groupB
0.792525,0.33693,0.162569,groupB
0.190157,0.704327,0.347816,groupB
0.503365,0.977988,0.854043,groupB
0.328232,0.252735,0.611002,groupA
0.987239,0.874282,0.641256,groupB
0.951177,0.602425,0.383582,groupB
0.413632,0.923087,0.391766,groupB
0.269653,0.462943,0.1058,groupA
0.002898,0.485224,0.666182,groupA
0.628173,0.784766,0.233542,groupB
0.981779,0.496077,0.748062,groupB
0.808216,0.989324,0.383632,groupA
0.253657,0.102112,0.353261,groupB
0.007871,0.767045,0.484335,groupA
0.222222,0.43872,0.578508,groupA
0.853854,0.25477,0.837478,groupB
0.674948,0.860352,0.181225,groupB
0.650084,0.987006,0.510482,groupB
0.930122,0.522492,0.024254,groupB
0.26774,0.089688,0.491448,groupA
0.056964,0.912407,0.914035,groupB
0.915411,0.062768,0.230124,groupB
0.683021,0.766721,0.718605,groupB
0.556895,0.599403,0.057789,groupB
0.186815,0.429276,0.053203,groupA
0.19714,0.052438,0.65315,groupA
0.252831,0.119664,0.192014,groupA
0.252427,0.028655,0.557062,groupA
0.75608,0.638602,0.643968,groupB
0.32923,0.164834,0.067359,groupA
0.45931,0.46787,0.546556,groupB
0.158672,0.028467,0.975929,groupB
0.961091,0.569563,0.04058,groupB
0.065281,0.662365,0.126631,groupA
0.727714,0.477263,0.079537,groupB
0.141875,0.190368,0.374427,groupA
0.039646,0.03454,0.566593,groupA
0.885516,0.009278,0.180396,groupB
0.552129,0.69332,0.419168,groupA
0.733083,0.283717,0.956027,groupB
0.809521,0.284227,0.290858,groupB
0.723855,0.45892,0.788616,groupA
0.144623,0.245411,0.749123,groupA
0.450397,0.65249,0.986417,groupB
0.865896,0.223533,0.68165,groupB
0.602616,0.445722,0.652037,groupA
0.93386,0.254068,0.414055,groupB
0.978791,0.602484,0.621826,groupB
0.085295,0.296428,0.071785,groupA
0.492724,0.252694,0.871072,groupA
0.414118,0.806283,0.892587,groupB
0.675469,0.027335,0.877295,groupA
0.703554,0.34662,0.435279,groupA
0.914653,0.256911,0.024958,groupB
0.521585,0.950476,0.07953,groupB
0.968102,0.720317,0.260971,groupB
0.584523,0.391527,0.28595,groupB
0.078809,0.610451,0.595906,groupA
0.094691,0.219502,0.543563,groupA
0.167853,0.836555,0.31078,groupB
0.576323,0.232881,0.79435,groupB
0.507621,0.885481,0.58962,groupB
0.666725,0.487473,0.906531,groupA
0.797562,0.391849,0.109169,groupB
0.624749,0.838232,0.796971,groupB
0.649264,0.079549,0.231331,groupA
0.422622,0.628634,0.465982,groupB
0.416023,0.882172,0.214791,groupB
0.756158,0.109875,0.942067,groupB
0.603565,0.436649,0.524213,groupA
0.455251,0.212648,0.351204,groupA
0.965291,0.518561,0.637108,groupB
0.182691,0.899654,0.066248,groupB
0.639523,0.958365,0.496181,groupB
0.779519,0.928037,0.822186,groupB
0.149996,0.91432,0.980974,groupB
0.765464,0.288262,0.192134,groupB
0.154481,0.854531,0.660704,groupB
0.950526,0.285642,0.21644,groupB
0.234293,0.601087,0.600829,groupB
0.395437,0.345666,0.537498,groupA
0.35885,0.76667,0.660816,groupB
0.605099,0.479391,0.685946,groupA
0.776907,0.567691,0.106284,groupB
0.630012,0.888226,0.26571,groupB
0.569887,0.584193,0.136911,groupB
0.065484,0.736005,0.393658,groupB
0.269708,0.208476,0.348295,groupA
0.121398,0.49527,0.612046,groupA
0.163302,0.415342,0.480134,groupA
0.052061,0.617948,0.646327,groupA
0.859699,0.063185,0.758064,groupB
0.075304,0.027675,0.591756,groupA
0.105737,0.54913,0.530434,groupA
0.026412,0.177794,0.384458,groupA
0.45927,0.47319,0.699038,groupB
0.617981,0.654544,0.936825,groupB
0.518486,0.504148,0.223295,groupB
0.188965,0.612221,0.147123,groupB
0.645494,0.533364,0.088329,groupB
0.579101,0.464534,0.778148,groupB
0.892278,0.875859,0.24461,groupB
0.382355,0.732907,0.653596,groupB
0.043062,0.281625,0.633486,groupA
0.721167,0.872742,0.068416,groupB
0.669622,0.208444,0.53889,groupB
0.284448,0.633866,0.325926,groupB
0.036815,0.038675,0.468595,groupA
0.880882,0.472468,0.85351,groupB
0.769278,0.500595,0.939718,groupB
0.227556,0.963779,0.717601,groupB
0.987522,0.836493,0.041494,groupB
0.211066,0.711646,0.39283,groupB
0.875941,0.836592,0.711455,groupB
0.652746,0.152705,0.952426,groupB
0.881054,0.394763,0.745599,groupB
0.706944,0.743072,0.303233,groupB
0.634971,0.585898,0.663916,groupB
0.734042,0.339435,0.945275,groupB
0.941856,0.613265,0.885222,groupB
0.313309,0.217886,0.460143,groupA
0.249069,0.35436,0.026783,groupA
0.704945,0.002719,0.622492,groupA
0.02809,0.823265,0.151468,groupA
0.095006,0.329954,0.314979,groupA
0.893225,0.561837,0.049703,groupB
0.240933,0.944064,0.335426,groupB
0.113101,0.428563,0.331687,groupA
0.521754,0.499116,0.64728,groupB
0.162334,0.985266,0.467907,groupB
0.234755,0.161242,0.638461,groupA
0.276076,0.181747,0.620903,groupA
0.797495,0.100414,0.008428,groupB
0.808269,0.589854,0.490416,groupB
0.01597,0.795285,0.047083,groupB
0.985581,0.371176,0.706295,groupB
0.132379,0.235447,0.278869,groupA
0.96779,0.394615,0.811796,groupB
0.569755,0.051489,0.998442,groupA
0.086177,0.108865,0.984311,groupA
0.805687,0.82271,0.754648,groupB
0.143276,0.32059,0.608537,groupA
0.390523,0.26758,0.183554,groupA
0.495672,0.728958,0.502454,groupB
0.050691,0.108393,0.026853,groupA
0.372606,0.967692,0.390939,groupB
0.040324,0.913283,0.630877,groupB
0.805772,0.847559,0.816922,groupB
0.069924,0.902256,0.986263,groupA
0.370168,0.987413,0.567051,groupB
0.276015,0.707444,0.279467,groupB
0.551894,0.766845,0.168266,groupB
0.576613,0.49535,0.565292,groupB
0.284454,0.277088,0.318225,groupA
0.259144,0.490105,0.440407,groupA
0.087757,0.781273,0.625246,groupB
0.99107,0.882824,0.16853,groupB
0.992832,0.138493,0.856643,groupB
0.093704,0.392494,0.104057,groupA
0.660577,0.279644,0.962949,groupB
0.981422,0.866624,0.083518,groupB
0.236407,0.025248,0.854052,groupB
0.961801,0.956149,0.880048,groupB
0.239327,0.831577,0.550313,groupB
0.22848,0.148218,0.834886,groupA
0.124992,0.669588,0.119404,groupB
0.892739,0.519729,0.77799,groupB
0.88509,0.253556,0.846221,groupB
0.770276,0.126827,0.355996,groupB
0.648727,0.520485,0.818749,groupB
0.637734,0.64426,0.633819,groupB
0.369511,0.822358,0.858013,groupB
0.809203,0.802499,0.794828,groupB
0.406093,0.26501,0.340495,groupA
0.893538,0.906176,0.803199,groupB
0.424894,0.7255,0.127147,groupB
0.571633,0.667232,0.628758,groupB
0.173024,0.121339,0.520453,groupA
0.876468,0.751265,0.5807,groupB
0.437951,0.719771,0.17095,groupB
0.428191,0.46273,0.796956,groupB
0.624115,0.90462,0.351709,groupB
0.87454,0.557995,0.42771,groupB
0.754729,0.028424,0.45351,groupA
0.611493,0.137167,0.617196,groupA
0.19811,0.048358,0.579148,groupA
0.2688,0.771309,0.515424,groupB
0.631282,0.300935,0.675419,groupB
0.207887,0.679685,0.068242,groupB
0.045451,0.725658,0.051519,groupB
0.718895,0.201044,0.805728,groupB
0.510654,0.053223,0.674251,groupA
0.715887,0.90848,0.408845,groupA
0.27278,0.52064,0.283186,groupA
0.837438,0.959552,0.127516,groupB
0.913059,0.294444,0.407293,groupB
0.02797,0.893285,0.264009,groupB
0.42442,0.265715,0.045579,groupA
0.056773,0.27277,0.673112,groupA
0.151396,0.942185,0.151932,groupB
0.739035,0.88196,0.035455,groupB
0.722216,0.330119,0.713324,groupB
0.322699,0.642586,0.482237,groupB
0.105682,0.36815,0.189474,groupA
0.851127,0.249136,0.439786,groupB
0.98263,0.933652,0.558338,groupB
0.275364,0.752428,0.736364,groupB
0.857047,0.761531,0.238568,groupB
0.237402,0.690271,0.9171,groupB
0.098122,0.712632,0.810622,groupB
0.221829,0.679019,0.708837,groupB
0.469462,0.517322,0.849823,groupB
0.251942,0.233786,0.706287,groupA
0.310128,0.476543,0.455529,groupA
0.22423,0.550589,0.667931,groupA
0.155992,0.172942,0.860048,groupA
0.101624,0.464686,0.287587,groupA
0.31145,0.714467,0.852356,groupB
0.268782,0.826212,0.783294,groupB
0.443414,0.425848,0.003939,groupB
0.607918,0.938828,0.243325,groupB
0.144562,0.224302,0.050451,groupA
0.718684,0.992975,0.517392,groupB
0.39343,0.940334,0.480272,groupB
0.718377,0.173426,0.088365,groupB
0.347381,0.19015,0.428216,groupB
0.051587,0.193548,0.190713,groupA
0.007596,0.238081,0.93444,groupA
0.129973,0.836757,0.335437,groupB
0.33308,0.996783,0.043027,groupB
0.436141,0.214322,0.48073,groupA
0.36932,0.270438,0.134588,groupA
0.063627,0.093509,0.659537,groupA
0.35897,0.093269,0.98419,groupA
0.691113,0.353446,0.87197,groupB
0.013208,0.886561,0.936333,groupA
0.100044,0.240702,0.044586,groupA
0.974828,0.761504,0.461836,groupA
0.013256,0.032003,0.322911,groupB
0.284909,0.492162,0.734089,groupA
0.926721,0.252665,0.873411,groupB
0.673986,0.845165,0.317444,groupB
0.951427,0.040767,0.194603,groupB
0.808825,0.672409,0.937403,groupB
0.338873,0.128157,0.059984,groupA
0.777272,0.423505,0.843428,groupB
0.081448,0.084781,0.320312,groupA
0.538874,0.423688,0.449873,groupB
0.230302,0.671262,0.136511,groupB
0.833111,0.28219,0.068803,groupB
0.817467,0.703018,0.746283,groupB
0.566185,0.192087,0.225848,groupB
0.054359,0.737541,0.154726,groupA
0.040011,0.514472,0.091059,groupA
0.628449,0.714598,0.379256,groupB
0.911926,0.97443,0.686709,groupB
0.148381,0.945849,0.937188,groupB
0.204321,0.992555,0.261314,groupB
0.458864,0.457929,0.519539,groupB
0.878125,0.941116,0.743385,groupA
0.814967,0.292301,0.540884,groupB
0.402904,0.032213,0.507101,groupA
0.441416,0.223428,0.996125,groupA
0.269373,0.060081,0.947666,groupA
0.426591,0.146778,0.335024,groupA
0.988747,0.753918,0.284904,groupB
0.601756,0.285684,0.554284,groupB
0.463127,0.009846,0.61496,groupA
0.455955,0.372889,0.24271,groupB
0.562924,0.256016,0.387646,groupB
0.474227,0.765679,0.951532,groupB
0.095797,0.793165,0.781393,groupB
0.983583,0.151962,0.979424,groupB
0.547156,0.285273,0.417913,groupB
0.651506,0.514367,0.312345,groupB
0.168686,0.214621,0.398606,groupA
0.259359,0.838644,0.406385,groupB
0.575681,0.030929,0.309655,groupA
0.786817,0.228143,0.078161,groupB
0.953886,0.130116,0.983506,groupA
0.512841,0.405702,0.897401,groupB
0.935436,0.612055,0.012541,groupB
0.449499,0.864444,0.992036,groupB
0.914632,0.773429,0.939434,groupB
0.748305,0.807093,0.230071,groupB
0.111637,0.779511,0.820988,groupB
0.2294,0.017556,0.105941,groupA
0.332144,0.729975,0.299023,groupB
0.415241,0.680878,0.421667,groupB
0.337322,0.031273,0.851926,groupA
0.305687,0.489395,0.637908,groupA
0.762229,0.255236,0.710674,groupB
0.907081,0.017547,0.935146,groupB
0.136376,0.352573,0.672417,groupA
0.287357,0.702991,0.472272,groupB
0.311968,0.68315,0.042729,groupB
0.971104,0.7261,0.220679,groupB
0.730205,0.941827,0.908714,groupB
0.926279,0.591824,0.271263,groupB
0.932683,0.986466,0.115494,groupB
0.576443,0.946418,0.901527,groupB
0.926192,0.784687,0.000942,groupB
0.464079,0.965094,0.088452,groupB
0.043205,0.030998,0.315243,groupA
0.209067,0.70508,0.458137,groupB
0.607156,0.674062,0.804728,groupB
0.05213,0.303644,0.351323,groupA
0.329223,0.399527,0.406602,groupA
0.180691,0.299447,0.76514,groupA
0.116696,0.059355,0.987199,groupA
0.260525,0.272572,0.373736,groupA
0.172152,0.590115,0.850858,groupA
0.445515,0.078168,0.640929,groupA
0.913073,0.923726,0.679644,groupB
0.038927,0.600153,0.684841,groupA
0.943406,0.95786,0.659977,groupB
0.819288,0.98731,0.914844,groupB
0.612232,0.131867,0.467914,groupA
0.209002,0.144349,0.408235,groupA
0.111653,0.539823,0.982258,groupA
0.952892,0.038502,0.715609,groupB
0.528088,0.448962,0.933718,groupB
0.242876,0.062953,0.425236,groupA
0.443843,0.275053,0.611435,groupA
0.100303,0.380737,0.438207,groupA
0.656387,0.683839,0.788134,groupB
0.537033,0.763175,0.816256,groupB
0.384706,0.518778,0.751609,groupA
0.670648,0.794723,0.442963,groupB
0.653147,0.347923,0.407011,groupB
0.929684,0.326276,0.04589,groupB
0.259825,0.885463,0.12945,groupB
0.907062,0.564206,0.144175,groupB
0.183105,0.413173,0.819346,groupA
0.874208,0.083387,0.967225,groupB
0.206914,0.603266,0.834989,groupB
0.294426,0.892982,0.019082,groupB
0.315823,0.477245,0.000822,groupA
0.494602,0.023154,0.133657,groupA
0.577037,0.793625,0.658161,groupA
0.570167,0.433551,0.837841,groupB
0.727376,0.079746,0.56345,groupB
0.970512,0.42004,0.279271,groupA
0.001999,0.516259,0.678612,groupA
0.470889,0.388673,0.318301,groupB
0.92351,0.415463,0.531977,groupB
0.072284,0.005895,0.529902,groupA
0.864188,0.456789,0.116923,groupA
0.670163,0.841593,0.539897,groupB
0.680056,0.039667,0.092178,groupA
0.668951,0.817768,0.824709,groupB
0.666144,0.732385,0.070937,groupB
0.186173,0.014392,0.009261,groupA
0.34178,0.808516,0.741581,groupB
0.123131,0.534423,0.745593,groupA
0.842596,0.213785,0.491622,groupA
0.913589,0.562524,0.82912,groupB
0.520403,0.608779,0.750039,groupB
0.368578,0.284054,0.069951,groupA
0.113028,0.805027,0.293059,groupB
0.765089,0.547339,0.14093,groupB
0.372472,0.96278,0.853442,groupB
0.311121,0.020237,0.695048,groupA
0.198574,0.384771,0.690788,groupA
0.215382,0.639303,0.938327,groupB
0.851358,0.295093,0.568371,groupB
0.925842,0.219376,0.437298,groupB
0.941327,0.247379,0.00246,groupB
0.19543,0.353249,0.607231,groupA
0.743865,0.174171,0.893742,groupB
0.934034,0.773666,0.629815,groupB
0.820077,0.316762,0.177511,groupB
0.277031,0.684112,0.659823,groupB
0.599441,0.735006,0.703926,groupB
0.372835,0.09687,0.443414,groupA
0.968613,0.647386,0.112823,groupA
0.759488,0.578115,0.182871,groupA
